Time (BKK),Close Time,Leg,TF,Type,Entry,SL,TP,Lot,P&L,Balance,Outcome
31-05-2024 21:00:00,31-05-2024 21:00:00,LTS44_24 DIRECT_S84c889_RD5.0-7.0_H20,M15,BUY,2348.1,2342.81,2354.45,0.61,-333.07,-13202.76,SL
03-06-2024 11:30:00,03-06-2024 11:45:00,LTS44_2 INVERSE_S84c889_RD0.8-1.3_H10,M15,SELL,2321.29,2322.73,2320.09,4.47,447.27,-12755.49,TP
03-06-2024 13:00:00,03-06-2024 13:00:00,LTS44_15 DIRECT_S84c4369_RD4.0-5.0_H12,M30,SELL,2320.16,2324.34,2315.14,2.01,968.11,-11787.38,TP
03-06-2024 14:00:00,03-06-2024 17:15:00,LTS44_35 INVERSE_S84c889_RD5.0-7.0_H13,M15,SELL,2322.47,2328.91,2317.1,0.34,-228.1,-12015.48,SL
04-06-2024 09:00:00,04-06-2024 09:00:00,LTS44_12 INVERSE_S84c28_RD0.8-1.3_H8,M15,BUY,2347.06,2346.15,2348.07,2.59,210.15,-11805.33,TP
04-06-2024 10:15:00,04-06-2024 10:30:00,LTS44_36 INVERSE_S84c3057_RD0.8-1.3_H9,M15,SELL,2345.37,2346.74,2344.23,1.82,170.76,-11634.57,TP
04-06-2024 21:00:00,05-06-2024 21:30:00,LTS44_29 DIRECT_S86c7171_RDall_H20,M30,SELL,2324.46,2346.69,2295.56,0.13,-285.56,-11920.12,SL
05-06-2024 09:30:00,05-06-2024 09:30:00,LTS44_1 INVERSE_S84c28_RDall_H8,M15,BUY,2332.81,2332.29,2333.39,8.03,305.21,-11614.91,TP
05-06-2024 10:45:00,05-06-2024 10:45:00,LTS44_36 INVERSE_S84c3057_RD0.8-1.3_H9,M15,BUY,2336.28,2334.91,2337.42,1.82,170.76,-11444.15,TP
06-06-2024 10:30:00,06-06-2024 15:00:00,LTS44_4 DIRECT_S84c4369_RD5.0-7.0_H9,M30,SELL,2369.57,2375.78,2362.12,0.0,0.0,-11444.15,TP
06-06-2024 10:30:00,06-06-2024 15:00:00,LTS44_37 DIRECT_S84c4369_RD5.0-7.0_H9,M30,SELL,2369.57,2375.78,2362.12,2.68,1945.26,-9498.89,TP
06-06-2024 17:00:00,06-06-2024 19:00:00,LTS44_38 DIRECT_S84c5505_RD3.4-4.0_H16,M30,BUY,2361.54,2357.77,2366.06,2.62,-1040.42,-10539.31,SL
07-06-2024 09:15:00,07-06-2024 09:15:00,LTS44_1 INVERSE_S84c28_RDall_H8,M15,BUY,2371.84,2371.31,2372.43,8.03,-586.33,-11125.63,SL
10-06-2024 10:00:00,10-06-2024 11:00:00,LTS44_11 DIRECT_S86c11_RDall_H9,M15,SELL,2296.25,2298.21,2293.7,0.0,0.0,-11125.63,TP
10-06-2024 10:00:00,10-06-2024 11:00:00,LTS44_22 DIRECT_S86c11_RDall_H9,M15,SELL,2296.25,2298.21,2293.7,1.85,435.53,-10690.1,TP
10-06-2024 12:30:00,10-06-2024 13:00:00,LTS44_5 INVERSE_S84c5505_RD4.0-5.0_H11,M30,SELL,2295.49,2300.67,2291.17,0.0,0.0,-10690.1,TP
10-06-2024 12:30:00,10-06-2024 13:00:00,LTS44_28 INVERSE_S84c6017_RD4.0-5.0_H11,M30,SELL,2295.49,2300.67,2291.17,3.1,1277.12,-9412.98,TP
10-06-2024 16:00:00,10-06-2024 18:00:00,LTS44_20 DIRECT_S86c4227_RDall_H15,M30,SELL,2292.61,2300.98,2281.73,0.28,-236.18,-9649.16,SL
10-06-2024 16:00:00,10-06-2024 18:00:00,LTS44_43 DIRECT_S86c6275_RDall_H15,M30,SELL,2292.61,2300.98,2281.73,0.05,-46.16,-9695.32,SL
10-06-2024 22:00:00,10-06-2024 22:30:00,LTS44_33 INVERSE_S86c11_RD5.0-7.0_H21,M15,BUY,2302.68,2295.87,2307.92,1.56,783.77,-8911.55,TP
11-06-2024 09:00:00,11-06-2024 09:00:00,LTS44_1 INVERSE_S84c28_RDall_H8,M15,SELL,2302.85,2304.37,2301.16,2.68,398.92,-8512.63,TP
11-06-2024 11:30:00,11-06-2024 19:00:00,LTS44_7 DIRECT_S86c7171_RDall_H10,M30,SELL,2302.2,2309.4,2292.84,0.07,-54.95,-8567.59,SL
11-06-2024 11:30:00,11-06-2024 19:00:00,LTS44_8 DIRECT_S86c7187_RDall_H10,M30,SELL,2302.2,2309.4,2292.84,0.75,-554.62,-9122.21,SL
12-06-2024 09:00:00,12-06-2024 09:00:00,LTS44_1 INVERSE_S84c28_RDall_H8,M15,BUY,2314.42,2313.39,2315.57,3.57,-439.08,-9561.28,SL
12-06-2024 09:00:00,12-06-2024 09:00:00,LTS44_12 INVERSE_S84c28_RD0.8-1.3_H8,M15,BUY,2314.42,2313.39,2315.57,2.08,-255.3,-9816.58,SL
12-06-2024 10:15:00,12-06-2024 10:15:00,LTS44_36 INVERSE_S84c3057_RD0.8-1.3_H9,M15,BUY,2314.88,2313.46,2316.06,1.82,178.03,-9638.56,TP
12-06-2024 11:45:00,12-06-2024 12:45:00,LTS44_2 INVERSE_S84c889_RD0.8-1.3_H10,M15,BUY,2313.39,2311.88,2314.65,4.47,474.11,-9164.45,TP
13-06-2024 09:00:00,13-06-2024 09:00:00,LTS44_1 INVERSE_S84c28_RDall_H8,M15,BUY,2312.67,2311.46,2314.01,3.57,406.95,-8757.5,TP
13-06-2024 13:00:00,13-06-2024 13:30:00,LTS44_27 DIRECT_S84c5505_RD3.4-4.0_H12,M30,BUY,2311.62,2308.06,2315.89,0.79,322.4,-8435.1,TP
13-06-2024 21:00:00,20-06-2024 12:30:00,LTS44_29 DIRECT_S86c7171_RDall_H20,M30,SELL,2310.71,2342.93,2268.82,0.13,-412.74,-8847.84,SL
14-06-2024 09:00:00,14-06-2024 09:30:00,LTS44_1 INVERSE_S84c28_RDall_H8,M15,BUY,2306.02,2304.89,2307.27,3.57,-474.77,-9322.62,SL
14-06-2024 09:00:00,14-06-2024 09:30:00,LTS44_12 INVERSE_S84c28_RD0.8-1.3_H8,M15,BUY,2306.02,2304.89,2307.27,2.08,-276.05,-9598.67,SL
