Time (BKK),CloseTime (BKK),TF,Pattern,Type,RSI,ATR,dist_sma50,dist_sma200,body,range,Entry,SL,TP,Lot,P&L,Balance,Reason
2026-09-09 18:45,2026-09-09 19:00,M15,Naiya Doji,SELL,39.15,14.99,0.17,,2.33,4.77,4409.36,4415.3,4350.29,0.01,-5.94,9911.87,SL
2026-09-09 18:45,2026-09-09 19:00,M15,Naiya Doji,SELL,39.15,14.99,0.17,,2.33,4.77,4409.36,4415.3,4350.29,0.01,-5.94,9905.93,SL
2026-09-09 20:00,2026-09-09 20:00,M15,Naiya Doji,SELL,50.98,12.08,0.34,,4.21,5.67,4417.47,4420.55,4347.04,0.01,-3.08,9902.85,SL
2026-09-09 20:30,2026-09-09 20:30,M15,Naiya Doji,BUY,67.44,8.68,0.09,,8.07,8.8,4414.47,4411.8,4425.96,0.01,-2.67,9900.18,SL
2026-09-09 20:30,2026-09-09 20:30,M15,Naiya Doji,BUY,67.44,8.68,0.09,,8.07,8.8,4414.47,4411.8,4425.96,0.01,-2.67,9897.51,SL
2026-09-09 21:00,2026-09-10 02:00,M15,Naiya Doji,BUY,47.47,7.3,-0.13,,2.88,7.24,4397.01,4391.59,4457.33,0.01,-5.42,9892.09,SL
2026-09-09 21:00,2026-09-10 02:00,M15,Naiya Doji,BUY,47.47,7.3,-0.13,,2.88,7.24,4397.01,4391.59,4457.33,0.01,-5.42,9886.67,SL
2026-09-09 21:00,2026-09-10 02:00,M15,Naiya Doji,BUY,47.47,7.3,-0.13,,2.88,7.24,4397.01,4391.59,4457.33,0.01,-5.42,9881.25,SL
2026-09-09 21:00,2026-09-10 02:00,M15,Naiya Doji,BUY,47.47,7.3,-0.13,,2.88,7.24,4397.01,4391.59,4457.33,0.01,-5.42,9875.83,SL
2026-09-09 21:00,2026-09-10 02:00,M15,Naiya Doji,BUY,47.47,7.3,-0.13,,2.88,7.24,4397.01,4391.59,4457.33,0.01,-5.42,9870.41,SL
2026-09-09 21:00,2026-09-10 02:00,M15,Naiya Doji,BUY,47.47,7.3,-0.13,,2.88,7.24,4397.01,4391.59,4457.33,0.01,-5.42,9864.99,SL
2026-09-09 21:00,2026-09-10 02:00,M15,Naiya Doji,BUY,47.47,7.3,-0.13,,2.88,7.24,4397.01,4391.59,4438.45,0.01,-5.42,9859.57,SL
2026-09-09 21:00,2026-09-10 02:00,M15,Naiya Doji,BUY,47.47,7.3,-0.13,,2.88,7.24,4397.01,4391.59,4440.0,0.01,-5.42,9854.15,SL
2026-09-09 22:30,2026-09-10 00:00,M15,Naiya Doji,SELL,29.97,5.62,-0.11,,5.31,6.13,4398.86,4401.41,4385.52,0.01,-2.55,9851.6,SL
2026-09-10 00:00,2026-09-10 00:00,M15,Naiya Doji,SELL,37.07,5.31,-0.05,,1.85,3.48,4401.69,4404.83,4356.76,0.01,-3.14,9848.46,SL
2026-09-10 00:45,2026-09-10 01:30,M15,Naiya Doji,BUY,24.04,5.22,-0.12,,1.84,3.92,4398.27,4395.63,4437.5,0.01,-2.64,9845.82,SL
2026-09-10 00:45,2026-09-10 01:30,M15,Naiya Doji,BUY,24.04,5.22,-0.12,,1.84,3.92,4398.27,4395.63,4437.5,0.01,-2.64,9843.18,SL
2026-09-10 00:45,2026-09-10 01:30,M15,Naiya Doji,BUY,24.04,5.22,-0.12,,1.84,3.92,4398.27,4395.63,4437.5,0.01,-2.64,9840.54,SL
2026-09-10 01:15,2026-09-10 01:30,M15,Naiya,BUY,38.62,4.79,-0.18,,2.9,6.59,4397.28,4393.49,4438.83,0.01,-3.79,9836.75,SL
2026-09-10 02:00,2026-09-10 12:30,M15,Naiya Doji,BUY,40.03,4.56,-0.24,,0.69,7.48,4389.88,4386.26,4463.67,0.01,-3.62,9833.13,SL
2026-09-10 02:30,2026-09-10 02:45,M15,Naiya Doji,SELL,55.72,5.14,-0.1,,8.1,10.16,4400.83,4403.1,4387.55,0.01,-2.27,9830.86,SL
2026-09-10 02:30,2026-09-10 02:45,M15,Naiya,SELL,55.72,5.14,-0.1,,8.1,10.16,4399.63,4403.1,4387.55,0.01,-3.47,9827.39,SL
2026-09-10 02:30,2026-09-10 02:45,M15,Naiya Doji,SELL,55.72,5.14,-0.1,,8.1,10.16,4400.83,4403.1,4387.55,0.01,-2.27,9825.12,SL
2026-09-10 02:30,2026-09-10 02:45,M15,Naiya Doji,SELL,55.72,5.14,-0.1,,8.1,10.16,4400.83,4403.1,4387.55,0.01,-2.27,9822.85,SL
2026-09-10 02:30,2026-09-10 02:45,M15,Naiya Doji,SELL,55.72,5.14,-0.1,,8.1,10.16,4400.83,4403.1,4387.55,0.01,-2.27,9820.58,SL
2026-09-10 02:30,2026-09-10 02:45,M15,Naiya Doji,SELL,55.72,5.14,-0.1,,8.1,10.16,4400.83,4403.1,4387.55,0.01,-2.27,9818.31,SL
2026-09-10 03:00,2026-09-10 04:30,M15,Naiya Doji,SELL,67.33,6.25,0.17,,11.69,18.7,4417.47,4420.55,4347.04,0.01,-3.08,9815.23,SL
2026-09-10 03:00,2026-09-10 04:30,M15,Naiya Doji,SELL,67.33,6.25,0.17,,11.69,18.7,4417.47,4420.55,4347.04,0.01,-3.08,9812.15,SL
2026-09-10 03:00,2026-09-10 04:30,M15,Naiya Doji,SELL,67.33,6.25,0.17,,11.69,18.7,4417.47,4420.55,4347.04,0.01,-3.08,9809.07,SL
2026-09-10 03:00,2026-09-10 04:30,M15,Naiya Doji,SELL,67.33,6.25,0.17,,11.69,18.7,4417.47,4420.55,4347.04,0.01,-3.08,9805.99,SL
2026-09-10 03:00,2026-09-10 04:30,M15,Naiya Doji,SELL,67.33,6.25,0.17,,11.69,18.7,4417.47,4420.55,4347.04,0.01,-3.08,9802.91,SL
2026-09-10 03:00,2026-09-10 04:30,M15,Naiya Doji,SELL,67.33,6.25,0.17,,11.69,18.7,4417.47,4420.55,4347.04,0.01,-3.08,9799.83,SL
2026-09-10 03:00,2026-09-10 04:30,M15,Naiya Doji,SELL,67.33,6.25,0.17,,11.69,18.7,4417.47,4420.55,4373.69,0.01,-3.08,9796.75,SL
2026-09-10 03:00,2026-09-10 04:30,M15,Naiya Doji,SELL,67.33,6.25,0.17,,11.69,18.7,4417.47,4420.55,4373.69,0.01,-3.08,9793.67,SL
2026-09-10 03:00,2026-09-10 04:30,M15,Naiya Doji,SELL,67.33,6.25,0.17,,11.69,18.7,4417.47,4420.55,4376.77,0.01,-3.08,9790.59,SL
2026-09-10 03:00,2026-09-10 04:30,M15,Naiya Doji,SELL,67.33,6.25,0.17,,11.69,18.7,4417.47,4420.55,4376.77,0.01,-3.08,9787.51,SL
2026-09-10 03:00,2026-09-10 04:30,M15,Naiya Doji,SELL,67.33,6.25,0.17,,11.69,18.7,4417.47,4420.55,4376.77,0.01,-3.08,9784.43,SL
2026-09-10 03:00,2026-09-10 04:30,M15,Naiya Doji,SELL,67.33,6.25,0.17,,11.69,18.7,4417.47,4420.55,4376.77,0.01,-3.08,9781.35,SL
2026-09-10 03:00,2026-09-10 04:30,M15,Naiya Doji,SELL,67.33,6.25,0.17,,11.69,18.7,4417.47,4420.55,4376.77,0.01,-3.08,9778.27,SL
2026-09-10 03:00,2026-09-10 04:30,M15,Naiya Doji,SELL,67.33,6.25,0.17,,11.69,18.7,4417.47,4420.55,4376.77,0.01,-3.08,9775.19,SL
2026-09-10 03:00,2026-09-10 04:30,M15,Naiya Doji,SELL,67.33,6.25,0.17,,11.69,18.7,4417.47,4420.55,4370.52,0.01,-3.08,9772.11,SL
2026-09-10 04:00,2026-09-10 04:30,M15,Naiya Doji,SELL,66.21,7.0,0.18,,1.55,7.17,4417.47,4420.55,4370.52,0.01,-3.08,9769.03,SL
2026-09-10 04:00,2026-09-10 04:30,M15,Naiya Doji,SELL,66.21,7.0,0.18,,1.55,7.17,4417.47,4420.55,4370.52,0.01,-3.08,9765.95,SL
2026-09-10 04:00,2026-09-10 04:30,M15,Naiya Doji,SELL,66.21,7.0,0.18,,1.55,7.17,4417.47,4420.55,4370.52,0.01,-3.08,9762.869999999999,SL
2026-09-10 04:15,2026-09-10 07:30,M15,Naiya Doji,BUY,71.78,7.41,0.24,,3.06,9.58,4408.2,4405.36,4427.56,0.01,19.36,9782.23,TP
2026-09-10 04:15,2026-09-10 07:30,M15,Naiya,BUY,71.78,7.41,0.24,,3.06,9.58,4410.51,4405.36,4427.56,0.01,17.05,9799.28,TP
2026-09-10 04:15,2026-09-10 07:30,M15,Naiya Doji,BUY,71.78,7.41,0.24,,3.06,9.58,4408.2,4405.36,4427.56,0.01,19.36,9818.64,TP
2026-09-10 05:00,2026-09-10 05:30,M15,Naiya Doji,BUY,71.96,7.87,0.14,,6.84,9.39,4412.98,4408.19,4425.81,0.01,-4.79,9813.85,SL
2026-09-10 05:00,2026-09-10 05:30,M15,Naiya Doji,BUY,71.96,7.87,0.14,,6.84,9.39,4412.98,4408.19,4425.81,0.01,-4.79,9809.06,SL
2026-09-10 05:30,2026-09-10 07:30,M15,Naiya Doji,BUY,64.23,7.97,0.05,,2.15,5.43,4408.2,4405.36,4427.56,0.01,19.36,9828.42,TP
2026-09-10 05:30,2026-09-10 07:30,M15,Naiya Doji,BUY,64.23,7.97,0.05,,2.15,5.43,4408.2,4405.36,4427.56,0.01,19.36,9847.78,TP
2026-09-10 06:00,2026-09-10 07:00,M15,Naiya Doji,SELL,65.75,7.5,0.19,,4.92,6.42,4415.34,4418.92,4371.53,0.01,-3.58,9844.2,SL
2026-09-10 06:00,2026-09-10 07:00,M15,Naiya Doji,SELL,65.75,7.5,0.19,,4.92,6.42,4415.34,4418.92,4371.53,0.01,-3.58,9840.619999999999,SL
2026-09-10 06:00,2026-09-10 07:00,M15,Naiya Doji,SELL,65.75,7.5,0.19,,4.92,6.42,4415.34,4418.92,4371.53,0.01,-3.58,9837.039999999999,SL
2026-09-10 06:30,2026-09-10 07:45,M15,Naiya Doji,BUY,41.79,6.58,0.02,,5.15,8.01,4408.2,4405.36,4430.78,0.01,22.58,9859.619999999999,TP
2026-09-10 06:30,2026-09-10 07:45,M15,Naiya Doji,BUY,41.79,6.58,0.02,,5.15,8.01,4408.2,4405.36,4430.78,0.01,22.58,9882.2,TP
2026-09-10 07:00,2026-09-10 07:00,M15,Naiya Doji,SELL,59.47,6.86,0.28,,10.29,10.58,4415.34,4418.92,4371.53,0.01,-3.58,9878.619999999999,SL
2026-09-10 07:00,2026-09-10 07:00,M15,Naiya Doji,SELL,59.47,6.86,0.28,,10.29,10.58,4415.34,4418.92,4371.53,0.01,-3.58,9875.039999999999,SL
2026-09-10 07:00,2026-09-10 07:30,M15,Naiya,SELL,59.47,6.86,0.28,,10.29,10.58,4418.14,4420.87,4370.32,0.01,-2.73,9872.31,SL
2026-09-10 08:15,2026-09-10 09:15,M15,Naiya Doji,BUY,48.51,7.64,0.21,,1.2,6.72,4412.98,4408.19,4429.03,0.01,-4.79,9867.52,SL
2026-09-10 08:15,2026-09-10 09:15,M15,Naiya Doji,BUY,48.51,7.64,0.21,,1.2,6.72,4412.98,4408.19,4429.03,0.01,-4.79,9862.73,SL
2026-09-10 08:15,2026-09-10 09:15,M15,Naiya Doji,BUY,48.51,7.64,0.21,,1.2,6.72,4412.98,4408.19,4429.03,0.01,-4.79,9857.94,SL
2026-09-10 08:15,2026-09-10 09:15,M15,Naiya Doji,BUY,48.51,7.64,0.21,,1.2,6.72,4412.98,4408.19,4429.03,0.01,-4.79,9853.15,SL
2026-09-10 08:45,2026-09-10 11:30,M15,Naiya,SELL,61.35,7.92,0.38,,1.55,5.16,4428.32,4431.28,4389.84,0.01,38.48,9891.63,TP
2026-09-10 09:00,2026-09-10 09:15,M15,Naiya Doji,BUY,53.5,8.41,0.1,,11.87,12.27,4414.25,4410.89,4427.36,0.01,-3.36,9888.27,SL
2026-09-10 09:00,2026-09-10 09:15,M15,Naiya Doji,BUY,53.5,8.41,0.1,,11.87,12.27,4414.25,4410.89,4449.07,0.01,-3.36,9884.91,SL
2026-09-10 09:15,2026-09-10 09:30,M15,Naiya Doji,BUY,49.58,8.68,-0.0,,4.91,6.95,4408.2,4405.36,4430.78,0.01,-2.84,9882.07,SL
2026-09-10 09:15,2026-09-10 09:30,M15,Naiya Doji,BUY,49.58,8.68,-0.0,,4.91,6.95,4408.2,4405.36,4430.78,0.01,-2.84,9879.23,SL
2026-09-10 09:15,2026-09-10 09:30,M15,Naiya Doji,BUY,49.58,8.68,-0.0,,4.91,6.95,4408.2,4405.36,4452.49,0.01,-2.84,9876.39,SL
2026-09-10 10:00,2026-09-10 10:15,M15,Naiya Doji,BUY,49.43,8.84,-0.05,,6.07,8.12,4407.43,4404.09,4453.28,0.01,-3.34,9873.05,SL
2026-09-10 10:30,2026-09-10 11:00,M15,Naiya,BUY,34.73,8.76,-0.28,,9.87,11.12,4394.91,4392.29,4439.57,0.01,-2.62,9870.43,SL
2026-09-10 10:45,2026-09-10 11:30,M15,Naiya Doji,BUY,32.63,8.93,-0.3,,1.09,5.95,4393.37,4389.63,4441.21,0.01,-3.74,9866.69,SL
2026-09-10 10:45,2026-09-10 11:30,M15,Naiya Doji,BUY,32.63,8.93,-0.3,,1.09,5.95,4393.37,4389.63,4441.21,0.01,-3.74,9862.95,SL
2026-09-10 10:45,2026-09-10 11:30,M15,Naiya Doji,BUY,32.63,8.93,-0.3,,1.09,5.95,4393.37,4389.63,4441.21,0.01,-3.74,9859.21,SL
2026-09-10 10:45,2026-09-10 11:30,M15,Naiya Doji,BUY,32.63,8.93,-0.3,,1.09,5.95,4393.37,4389.63,4441.21,0.01,-3.74,9855.47,SL
2026-09-10 10:45,2026-09-10 11:30,M15,Naiya Doji,BUY,32.63,8.93,-0.3,,1.09,5.95,4393.37,4389.63,4441.21,0.01,-3.74,9851.73,SL
2026-09-10 10:45,2026-09-10 11:30,M15,Naiya Doji,BUY,32.63,8.93,-0.3,,1.09,5.95,4393.37,4389.63,4437.28,0.01,-3.74,9847.99,SL
2026-09-10 10:45,2026-09-10 11:30,M15,Naiya Doji,BUY,32.63,8.93,-0.3,,1.09,5.95,4393.37,4389.63,4437.28,0.01,-3.74,9844.25,SL
2026-09-10 10:45,2026-09-10 11:30,M15,Naiya Doji,BUY,32.63,8.93,-0.3,,1.09,5.95,4393.37,4389.63,4440.5,0.01,-3.74,9840.51,SL
2026-09-10 10:45,2026-09-10 11:30,M15,Naiya Doji,BUY,32.63,8.93,-0.3,,1.09,5.95,4393.37,4389.63,4440.5,0.01,-3.74,9836.77,SL
2026-09-10 10:45,2026-09-10 11:30,M15,Naiya Doji,BUY,32.63,8.93,-0.3,,1.09,5.95,4393.37,4389.63,4440.5,0.01,-3.74,9833.029999999999,SL
2026-09-10 10:45,2026-09-10 11:30,M15,Naiya Doji,BUY,32.63,8.93,-0.3,,1.09,5.95,4393.37,4389.63,4462.21,0.01,-3.74,9829.289999999999,SL
2026-09-10 12:00,2026-09-10 12:30,M15,Naiya Doji,BUY,13.43,6.87,-0.28,,1.23,10.08,4390.74,4388.36,4453.86,0.01,-2.38,9826.91,SL
2026-09-10 12:30,2026-09-10 12:30,M15,Naiya Doji,BUY,14.08,7.28,-0.53,,10.29,16.75,4390.74,4388.36,4453.86,0.01,-2.38,9824.529999999999,SL
2026-09-10 12:30,2026-09-10 12:30,M15,Naiya Hidden,BUY,14.08,7.28,-0.53,,10.29,16.75,4392.81,4379.07,4459.6,0.01,-13.74,9810.789999999999,SL
2026-09-10 12:30,2026-09-10 12:30,M15,Naiya Doji,BUY,14.08,7.28,-0.53,,10.29,16.75,4390.74,4388.36,4453.86,0.01,-2.38,9808.41,SL
2026-09-10 12:30,2026-09-10 13:45,M15,Naiya Doji,BUY,14.08,7.28,-0.53,,10.29,16.75,4385.29,4375.12,4470.55,0.01,-10.17,9798.24,SL
2026-09-10 12:30,2026-09-10 13:45,M15,Naiya Doji,BUY,14.08,7.28,-0.53,,10.29,16.75,4385.29,4375.12,4470.55,0.01,-10.17,9788.07,SL
2026-09-10 12:30,2026-09-10 13:45,M15,Naiya Doji,BUY,14.08,7.28,-0.53,,10.29,16.75,4385.29,4375.12,4470.55,0.01,-10.17,9777.9,SL
2026-09-10 12:30,2026-09-10 13:45,M15,Naiya Doji,BUY,14.08,7.28,-0.53,,10.29,16.75,4385.29,4375.12,4470.55,0.01,-10.17,9767.73,SL
2026-09-10 12:30,2026-09-10 13:45,M15,Naiya Doji,BUY,14.08,7.28,-0.53,,10.29,16.75,4385.29,4375.12,4450.18,0.01,-10.17,9757.56,SL
2026-09-10 12:30,2026-09-10 13:45,M15,Naiya Doji,BUY,14.08,7.28,-0.53,,10.29,16.75,4385.29,4375.12,4450.18,0.01,-10.17,9747.39,SL
2026-09-10 12:30,2026-09-10 13:45,M15,Naiya Doji,BUY,14.08,7.28,-0.53,,10.29,16.75,4385.29,4375.12,4450.18,0.01,-10.17,9737.22,SL
2026-09-10 12:30,2026-09-10 13:45,M15,Naiya Doji,BUY,14.08,7.28,-0.53,,10.29,16.75,4385.29,4375.12,4450.18,0.01,-10.17,9727.05,SL
2026-09-10 12:30,2026-09-10 13:45,M15,Naiya Doji,BUY,14.08,7.28,-0.53,,10.29,16.75,4385.29,4375.12,4450.18,0.01,-10.17,9716.88,SL
2026-09-10 12:30,2026-09-10 13:45,M15,Naiya Doji,BUY,14.08,7.28,-0.53,,10.29,16.75,4385.29,4375.12,4450.18,0.01,-10.17,9706.71,SL
2026-09-10 12:30,2026-09-10 13:45,M15,Naiya Doji,BUY,14.08,7.28,-0.53,,10.29,16.75,4385.29,4375.12,4450.18,0.01,-10.17,9696.539999999999,SL
2026-09-10 12:30,2026-09-10 13:45,M15,Naiya Doji,BUY,14.08,7.28,-0.53,,10.29,16.75,4385.29,4375.12,4450.18,0.01,-10.17,9686.369999999999,SL
2026-09-10 12:30,2026-09-10 13:45,M15,Naiya Doji,BUY,14.08,7.28,-0.53,,10.29,16.75,4385.29,4375.12,4450.18,0.01,-10.17,9676.199999999999,SL
2026-09-10 12:30,2026-09-10 13:45,M15,Naiya Doji,BUY,14.08,7.28,-0.53,,10.29,16.75,4385.29,4375.12,4450.18,0.01,-10.17,9666.029999999999,SL
2026-09-10 15:45,2026-09-10 15:45,M15,Naiya,SELL,34.97,15.77,-0.73,,1.4,13.38,4374.7,4377.86,4369.59,0.01,5.11,9671.14,TP
2026-09-10 16:15,2026-09-10 16:15,M15,Naiya Doji,SELL,41.26,16.44,-0.75,,4.02,22.42,4369.23,4375.92,4291.99,0.01,-6.69,9664.449999999999,SL
2026-09-10 16:15,2026-09-10 16:15,M15,Naiya,SELL,41.26,16.44,-0.75,,4.02,22.42,4364.46,4375.92,4291.99,0.01,-11.46,9652.99,SL
2026-09-10 17:30,2026-09-11 14:30,M15,Naiya Doji,SELL,44.67,16.91,-0.56,,0.48,9.92,4369.23,4375.92,4291.99,0.01,77.24,9730.23,TP
2026-09-10 17:30,2026-09-11 14:30,M15,Naiya Doji,SELL,44.67,16.91,-0.56,,0.48,9.92,4369.23,4375.92,4291.99,0.01,77.24,9807.47,TP
2026-09-10 17:30,2026-09-11 14:30,M15,Naiya Doji,SELL,44.67,16.91,-0.56,,0.48,9.92,4369.23,4375.92,4291.99,0.01,77.24,9884.71,TP
2026-09-10 18:00,2026-09-10 19:45,M15,Naiya Doji,BUY,65.18,14.15,-0.68,,6.78,15.9,4357.08,4352.64,4414.3,0.01,-4.44,9880.27,SL
2026-09-10 18:00,2026-09-10 19:45,M15,Naiya Doji,BUY,65.18,14.15,-0.68,,6.78,15.9,4357.08,4352.64,4414.3,0.01,-4.44,9875.83,SL
2026-09-10 18:00,2026-09-10 19:45,M15,Naiya Doji,BUY,65.18,14.15,-0.68,,6.78,15.9,4357.08,4352.64,4414.3,0.01,-4.44,9871.39,SL
2026-09-10 18:00,2026-09-10 21:00,M15,Naiya Hidden,BUY,65.18,14.15,-0.68,,6.78,15.9,4356.43,4322.89,4432.69,0.01,-33.54,9837.85,SL
2026-09-10 18:30,2026-09-10 19:45,M15,Naiya Doji,BUY,59.25,13.0,-0.69,,6.65,9.78,4357.08,4352.64,4391.15,0.01,-4.44,9833.41,SL
2026-09-10 19:00,2026-09-11 14:30,M15,Naiya Doji,SELL,48.32,11.5,-0.51,,1.57,8.29,4367.29,4372.25,4294.26,0.01,73.03,9906.44,TP
2026-09-10 19:00,2026-09-11 14:30,M15,Naiya Doji,SELL,48.32,11.5,-0.51,,1.57,8.29,4367.29,4372.25,4294.26,0.01,73.03,9979.47,TP
2026-09-10 19:30,2026-09-10 19:45,M15,Naiya Doji,BUY,50.06,10.59,-0.53,,6.39,11.0,4357.08,4352.64,4391.15,0.01,-4.44,9975.029999999999,SL
2026-09-10 19:30,2026-09-10 19:45,M15,Naiya Doji,BUY,50.06,10.59,-0.53,,6.39,11.0,4357.08,4352.64,4391.15,0.01,-4.44,9970.59,SL
2026-09-10 19:30,2026-09-10 19:45,M15,Naiya Doji,BUY,50.06,10.59,-0.53,,6.39,11.0,4357.08,4352.64,4391.15,0.01,-4.44,9966.15,SL
2026-09-11 02:00,2026-09-11 02:30,M15,Naiya Doji,SELL,41.04,5.44,-0.63,-1.47,3.96,10.99,4322.66,4324.72,4306.94,0.01,-2.06,9964.09,SL
2026-09-11 02:00,2026-09-11 02:30,M15,Naiya Doji,SELL,41.04,5.44,-0.63,-1.47,3.96,10.99,4322.66,4324.72,4306.94,0.01,-2.06,9962.029999999999,SL
2026-09-11 02:00,2026-09-11 02:30,M15,Naiya Doji,SELL,41.04,5.44,-0.63,-1.47,3.96,10.99,4322.66,4324.72,4306.94,0.01,-2.06,9959.97,SL
2026-09-11 02:00,2026-09-11 02:30,M15,Naiya Doji,SELL,41.04,5.44,-0.63,-1.47,3.96,10.99,4322.66,4324.72,4306.94,0.01,-2.06,9957.91,SL
2026-09-11 02:00,2026-09-11 02:30,M15,Naiya Doji,SELL,41.04,5.44,-0.63,-1.47,3.96,10.99,4322.66,4324.72,4307.05,0.01,-2.06,9955.85,SL
2026-09-11 02:00,2026-09-11 02:30,M15,Naiya Doji,SELL,41.04,5.44,-0.63,-1.47,3.96,10.99,4322.66,4324.72,4307.05,0.01,-2.06,9953.789999999999,SL
2026-09-11 02:00,2026-09-11 02:30,M15,Naiya Doji,SELL,41.04,5.44,-0.63,-1.47,3.96,10.99,4322.66,4324.72,4307.05,0.01,-2.06,9951.73,SL
2026-09-11 02:15,2026-09-11 02:30,M15,Naiya Doji,SELL,49.37,5.52,-0.49,-1.36,4.78,6.99,4322.66,4324.72,4307.05,0.01,-2.06,9949.67,SL
2026-09-11 04:15,2026-09-11 07:30,M15,Naiya Doji,SELL,58.21,8.24,-0.32,-1.3,5.58,11.09,4334.35,4340.52,4293.14,0.01,-6.17,9943.5,SL
2026-09-11 04:45,2026-09-11 05:15,M15,Naiya,BUY,54.8,9.26,-0.35,-1.35,3.95,10.87,4316.21,4311.24,4333.05,0.01,-4.97,9938.529999999999,SL
2026-09-11 05:00,2026-09-11 05:15,M15,Naiya Doji,BUY,53.57,9.71,-0.4,-1.42,3.17,11.94,4314.64,4311.24,4333.05,0.01,-3.4,9935.13,SL
2026-09-11 05:00,2026-09-11 05:15,M15,Naiya Doji,BUY,53.57,9.71,-0.4,-1.42,3.17,11.94,4314.64,4311.24,4333.05,0.01,-3.4,9931.73,SL
2026-09-11 05:00,2026-09-11 05:15,M15,Naiya Doji,BUY,53.57,9.71,-0.4,-1.42,3.17,11.94,4314.64,4311.24,4333.05,0.01,-3.4,9928.33,SL
2026-09-11 05:00,2026-09-11 05:15,M15,Naiya Doji,BUY,53.57,9.71,-0.4,-1.42,3.17,11.94,4314.64,4311.24,4333.05,0.01,-3.4,9924.93,SL
2026-09-11 05:00,2026-09-11 05:15,M15,Naiya Doji,BUY,53.57,9.71,-0.4,-1.42,3.17,11.94,4314.64,4311.24,4333.05,0.01,-3.4,9921.529999999999,SL
2026-09-11 05:00,2026-09-11 05:15,M15,Naiya Doji,BUY,53.57,9.71,-0.4,-1.42,3.17,11.94,4314.64,4311.24,4333.05,0.01,-3.4,9918.13,SL
2026-09-11 05:00,2026-09-11 05:15,M15,Naiya Doji,BUY,53.57,9.71,-0.4,-1.42,3.17,11.94,4314.64,4311.24,4333.05,0.01,-3.4,9914.73,SL
