signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-06-11T21:35:00+07:00,2026-06-11T21:45:00+07:00,SELL,4075.51,4084.09,4015.45,SL,-8.78,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.48, previous=1.06, efficiency=0.69, volume=1.91x; short risk=0.90ATR, target=7.00R"
2026-06-15T14:05:00+07:00,2026-06-15T14:25:00+07:00,SELL,4308.65,4314.18,4269.93,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.46, previous=1.01, efficiency=0.71, volume=1.48x; short risk=1.10ATR, target=7.00R"
2026-06-16T13:55:00+07:00,2026-06-16T14:05:00+07:00,SELL,4317.44,4321.27,4290.62,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.61, previous=0.98, efficiency=0.68, volume=1.52x; short risk=1.03ATR, target=7.00R"
2026-06-16T21:25:00+07:00,2026-06-16T21:30:00+07:00,SELL,4336.76,4340.15,4313.03,SL,-3.59,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.80, previous=1.02, efficiency=0.95, volume=1.98x; short risk=0.67ATR, target=7.00R"
2026-06-18T13:45:00+07:00,2026-06-18T13:55:00+07:00,SELL,4307.0,4312.46,4268.78,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.60, previous=0.83, efficiency=0.70, volume=1.26x; short risk=1.13ATR, target=7.00R"
2026-06-18T15:55:00+07:00,2026-06-18T16:05:00+07:00,SELL,4290.52,4294.37,4263.57,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.65, previous=0.73, efficiency=0.74, volume=1.18x; short risk=0.77ATR, target=7.00R"
2026-06-18T17:05:00+07:00,2026-06-18T17:15:00+07:00,SELL,4267.29,4270.08,4247.76,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.49, previous=0.64, efficiency=0.82, volume=1.20x; short risk=0.46ATR, target=7.00R"
2026-06-19T12:05:00+07:00,2026-06-19T12:15:00+07:00,SELL,4145.64,4148.45,4125.97,SL,-3.01,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.76, previous=0.65, efficiency=1.00, volume=1.31x; short risk=0.53ATR, target=7.00R"
2026-06-19T13:00:00+07:00,2026-06-19T13:10:00+07:00,SELL,4125.01,4128.11,4103.31,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.48, previous=0.74, efficiency=0.95, volume=1.34x; short risk=0.50ATR, target=7.00R"
2026-06-26T10:40:00+07:00,2026-06-26T11:05:00+07:00,SELL,3994.51,3998.65,3965.53,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.49, previous=0.90, efficiency=0.89, volume=1.19x; short risk=0.68ATR, target=7.00R"
2026-06-30T08:05:00+07:00,2026-06-30T08:10:00+07:00,SELL,4005.9,4009.0,3984.2,SL,-3.3,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.59, previous=0.92, efficiency=0.82, volume=1.74x; short risk=0.85ATR, target=7.00R"
2026-06-30T20:30:00+07:00,2026-06-30T21:05:00+07:00,SELL,4018.48,4022.58,3989.78,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.61, previous=0.81, efficiency=1.00, volume=1.32x; short risk=0.98ATR, target=7.00R"
2026-07-10T08:30:00+07:00,2026-07-10T08:40:00+07:00,SELL,4117.02,4120.07,4095.67,SL,-3.25,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.72, previous=0.81, efficiency=0.92, volume=2.51x; short risk=1.19ATR, target=7.00R"
2026-07-10T19:35:00+07:00,2026-07-10T19:40:00+07:00,SELL,4097.98,4100.39,4081.1,SL,-2.61,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.53, previous=1.03, efficiency=0.68, volume=1.09x; short risk=0.73ATR, target=7.00R"
2026-07-15T09:55:00+07:00,2026-07-15T10:05:00+07:00,SELL,4038.44,4042.04,4013.24,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=2.92, previous=0.74, efficiency=0.76, volume=2.65x; short risk=0.75ATR, target=7.00R"
2026-07-17T10:05:00+07:00,2026-07-17T10:15:00+07:00,SELL,3981.7,3984.11,3964.82,SL,-2.61,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.86, previous=0.81, efficiency=0.66, volume=2.57x; short risk=0.45ATR, target=7.00R"
2026-07-17T20:20:00+07:00,2026-07-17T21:35:00+07:00,SELL,3988.14,3992.45,3957.97,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.52, previous=1.10, efficiency=0.73, volume=1.06x; short risk=1.11ATR, target=7.00R"
