signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-06-03T09:05:00+07:00,2026-06-03T09:15:00+07:00,BUY,4470.47,4466.66,4497.15,BE,-0.2,S149 BUY Extreme Wick Rejection 7R,Range=1.58ATR above q0.9; volume=1817 above empirical threshold; close location=0.85
2026-06-05T09:25:00+07:00,2026-06-05T09:35:00+07:00,BUY,4452.29,4448.73,4477.22,SL,-3.76,S149 BUY Extreme Wick Rejection 7R,Range=1.62ATR above q0.9; volume=1716 above empirical threshold; close location=0.90
2026-06-05T22:05:00+07:00,2026-06-05T22:15:00+07:00,BUY,4368.16,4363.02,4404.14,BE,-0.2,S149 BUY Extreme Wick Rejection 7R,Range=1.12ATR above q0.9; volume=2521 above empirical threshold; close location=0.80
2026-06-08T22:45:00+07:00,2026-06-08T22:55:00+07:00,SELL,4325.73,4329.6,4298.63,BE,-0.2,S149 SELL Extreme Wick Rejection 7R,Range=1.42ATR above q0.9; volume=1917 above empirical threshold; close location=0.04
2026-06-09T09:15:00+07:00,2026-06-09T09:20:00+07:00,SELL,4327.01,4330.43,4303.07,SL,-3.62,S149 SELL Extreme Wick Rejection 7R,Range=1.64ATR above q0.9; volume=1737 above empirical threshold; close location=0.22
2026-06-09T21:00:00+07:00,2026-06-09T21:40:00+07:00,SELL,4343.45,4345.94,4326.02,TP,17.23,S149 SELL Extreme Wick Rejection 7R,Range=1.70ATR above q0.9; volume=1783 above empirical threshold; close location=0.18
2026-06-11T22:10:00+07:00,2026-06-11T23:50:00+07:00,BUY,4056.95,4051.87,4092.51,TP,35.36,S149 BUY Extreme Wick Rejection 7R,Range=0.99ATR above q0.9; volume=2507 above empirical threshold; close location=0.76
2026-06-12T22:05:00+07:00,2026-06-12T22:20:00+07:00,BUY,4189.79,4183.85,4231.37,SL,-6.14,S149 BUY Extreme Wick Rejection 7R,Range=1.46ATR above q0.9; volume=2146 above empirical threshold; close location=0.99
2026-06-16T23:55:00+07:00,2026-06-17T00:05:00+07:00,SELL,4340.73,4343.9,4318.54,SL,-3.37,S149 SELL Extreme Wick Rejection 7R,Range=1.65ATR above q0.9; volume=1937 above empirical threshold; close location=0.00
2026-06-18T02:25:00+07:00,2026-06-18T02:30:00+07:00,BUY,4288.73,4283.41,4325.97,SL,-5.52,S149 BUY Extreme Wick Rejection 7R,Range=0.59ATR above q0.9; volume=2539 above empirical threshold; close location=0.82
2026-06-18T19:10:00+07:00,2026-06-18T19:20:00+07:00,BUY,4244.03,4240.05,4271.89,BE,-0.2,S149 BUY Extreme Wick Rejection 7R,Range=1.45ATR above q0.9; volume=1852 above empirical threshold; close location=0.86
2026-06-18T20:40:00+07:00,2026-06-18T20:55:00+07:00,SELL,4247.49,4252.38,4213.25,BE,-0.2,S149 SELL Extreme Wick Rejection 7R,Range=1.50ATR above q0.9; volume=1739 above empirical threshold; close location=0.18
2026-06-19T13:30:00+07:00,2026-06-19T13:55:00+07:00,SELL,4136.55,4139.88,4113.24,BE,-0.2,S149 SELL Extreme Wick Rejection 7R,Range=1.58ATR above q0.9; volume=1210 above empirical threshold; close location=0.19
2026-06-23T13:30:00+07:00,2026-06-23T13:45:00+07:00,BUY,4121.28,4116.65,4153.69,BE,-0.2,S149 BUY Extreme Wick Rejection 7R,Range=2.15ATR above q0.9; volume=2021 above empirical threshold; close location=1.00
2026-06-24T20:30:00+07:00,2026-06-24T20:35:00+07:00,BUY,4012.33,4008.33,4040.33,SL,-4.2,S149 BUY Extreme Wick Rejection 7R,Range=1.29ATR above q0.9; volume=2021 above empirical threshold; close location=0.86
2026-06-24T21:15:00+07:00,2026-06-24T21:35:00+07:00,BUY,3968.47,3963.83,4000.95,TP,32.28,S149 BUY Extreme Wick Rejection 7R,Range=0.93ATR above q0.9; volume=2224 above empirical threshold; close location=0.96
2026-06-25T13:30:00+07:00,2026-06-25T13:35:00+07:00,BUY,3990.12,3985.24,4024.28,SL,-5.08,S149 BUY Extreme Wick Rejection 7R,Range=2.17ATR above q0.9; volume=1830 above empirical threshold; close location=0.79
2026-06-26T09:00:00+07:00,2026-06-26T09:40:00+07:00,SELL,4025.02,4030.19,3988.83,BE,-0.2,S149 SELL Extreme Wick Rejection 7R,Range=2.34ATR above q0.9; volume=2016 above empirical threshold; close location=0.00
2026-07-01T09:10:00+07:00,2026-07-01T09:15:00+07:00,BUY,3981.61,3978.46,4003.66,SL,-3.35,S149 BUY Extreme Wick Rejection 7R,Range=1.34ATR above q0.9; volume=1772 above empirical threshold; close location=0.81
2026-07-01T21:50:00+07:00,2026-07-01T22:00:00+07:00,SELL,4093.74,4098.79,4058.38,SL,-5.25,S149 SELL Extreme Wick Rejection 7R,Range=0.97ATR above q0.9; volume=2336 above empirical threshold; close location=0.18
2026-07-02T20:50:00+07:00,2026-07-02T21:30:00+07:00,SELL,4127.81,4131.78,4100.02,BE,-0.2,S149 SELL Extreme Wick Rejection 7R,Range=1.00ATR above q0.9; volume=2182 above empirical threshold; close location=0.06
2026-07-06T22:00:00+07:00,2026-07-06T23:00:00+07:00,SELL,4143.97,4147.89,4116.53,BE,-0.2,S149 SELL Extreme Wick Rejection 7R,Range=1.22ATR above q0.9; volume=1830 above empirical threshold; close location=0.21
2026-07-07T09:00:00+07:00,2026-07-07T09:05:00+07:00,BUY,4143.38,4140.28,4165.09,SL,-3.3,S149 BUY Extreme Wick Rejection 7R,Range=1.63ATR above q0.9; volume=1831 above empirical threshold; close location=0.94
2026-07-07T13:35:00+07:00,2026-07-07T13:55:00+07:00,SELL,4124.89,4127.25,4108.37,BE,-0.2,S149 SELL Extreme Wick Rejection 7R,Range=1.84ATR above q0.9; volume=1810 above empirical threshold; close location=0.07
2026-07-07T21:35:00+07:00,2026-07-07T21:40:00+07:00,SELL,4175.18,4180.41,4138.57,SL,-5.43,S149 SELL Extreme Wick Rejection 7R,Range=1.83ATR above q0.9; volume=2113 above empirical threshold; close location=0.21
2026-07-13T21:50:00+07:00,2026-07-13T21:55:00+07:00,BUY,4046.78,4042.32,4078.0,SL,-4.66,S149 BUY Extreme Wick Rejection 7R,Range=1.90ATR above q0.9; volume=2250 above empirical threshold; close location=0.92
2026-07-13T22:20:00+07:00,2026-07-13T22:40:00+07:00,BUY,4011.98,4001.81,4083.17,SL,-10.37,S149 BUY Extreme Wick Rejection 7R,Range=2.27ATR above q0.9; volume=2595 above empirical threshold; close location=0.95
2026-07-14T20:55:00+07:00,2026-07-14T22:15:00+07:00,BUY,4071.24,4067.86,4094.9,BE,-0.2,S149 BUY Extreme Wick Rejection 7R,Range=0.68ATR above q0.9; volume=2032 above empirical threshold; close location=0.89
2026-07-15T10:00:00+07:00,2026-07-15T10:15:00+07:00,BUY,4035.63,4033.47,4050.76,SL,-2.36,S149 BUY Extreme Wick Rejection 7R,Range=1.23ATR above q0.9; volume=1474 above empirical threshold; close location=0.82
2026-07-15T13:40:00+07:00,2026-07-15T14:00:00+07:00,SELL,4034.09,4037.07,4013.23,BE,-0.2,S149 SELL Extreme Wick Rejection 7R,Range=1.93ATR above q0.9; volume=1344 above empirical threshold; close location=0.03
2026-07-15T18:20:00+07:00,2026-07-15T19:35:00+07:00,SELL,4033.89,4035.87,4020.03,BE,-0.2,S149 SELL Extreme Wick Rejection 7R,Range=2.10ATR above q0.9; volume=1254 above empirical threshold; close location=0.04
2026-07-15T22:45:00+07:00,2026-07-15T23:05:00+07:00,BUY,4055.37,4052.77,4073.57,BE,-0.2,S149 BUY Extreme Wick Rejection 7R,Range=1.34ATR above q0.9; volume=1795 above empirical threshold; close location=0.93
